,x,y,genre,title
84,-27.08129,61.432518,Action,Broken Arrow (1996)
85,-35.63823,-12.262175,Comedy,In the Bleak Midwinter (1995)
86,-3.5935001,-50.606647,Crime,"Hate (Haine, La) (1995)"
87,-48.93219,-65.801765,Documentary,Heidi Fleiss: Hollywood Madam (1995)
88,-20.165607,29.55743,Drama,City Hall (1996)
89,-54.146416,-51.46558,Adventure,Bottle Rocket (1996)
90,-38.597187,51.448124,Comedy,Mr. Wrong (1996)
91,38.2836,37.57338,Mystery,Unforgettable (1996)
92,-28.721731,33.4758,Comedy,Happy Gilmore (1996)
93,-42.163086,75.38558,Drama,"Bridges of Madison County, The (1995)"
94,44.937843,-14.059817,Comedy,Nobody Loves Me (Keiner liebt mich) (1994)
95,8.83839,-3.8165343,Adventure,Muppet Treasure Island (1996)
96,26.707447,1.9470342,Documentary,Catwalk (1996)
97,-74.599945,-29.038828,Action,Braveheart (1995)
98,-48.825146,-42.41623,Crime,Taxi Driver (1976)
99,2.0901222,-2.0676644,Action,Rumble in the Bronx (Hont faan kui) (1995)
100,63.829548,64.24394,Drama,Before and After (1996)
101,-63.99509,-1.1326821,Documentary,Anne Frank Remembered (1995)
102,31.144869,-22.572542,Crime,"Young Poisoner's Handbook, The (1995)"
103,0.85121477,71.09342,Comedy,If Lucy Fell (1996)
104,3.0274537,83.842926,Comedy,"Steal Big, Steal Little (1995)"
105,-16.9546,-55.840996,Drama,"Boys of St. Vincent, The (1992)"
106,85.78074,18.502733,Comedy,Boomerang (1992)
107,-71.15653,-24.852821,Drama,Chungking Express (Chung Hing sam lam) (1994)
108,-3.0969124,-18.28055,Comedy,Flirting With Disaster (1996)
109,84.31047,33.484554,Adventure,"NeverEnding Story III, The (1994)"
110,53.7457,-77.08597,Documentary,Jupiter's Wife (1994)
111,47.60761,-77.35164,Comedy,Pie in the Sky (1996)
112,-28.772543,45.986385,Thriller,Jade (1995)
113,-6.4740562,65.30114,Comedy,Down Periscope (1996)
114,45.857742,14.887312,Documentary,Man of the Year (1995)
115,-32.515858,43.42577,Drama,Up Close and Personal (1996)
116,-8.146836,-8.729982,Comedy,"Birdcage, The (1996)"
117,-4.80762,-2.1845856,Comedy,"Brothers McMullen, The (1995)"
118,-13.254741,59.133404,Action,Bad Boys (1995)
119,-66.989296,27.44287,Adventure,"Amazing Panda Adventure, The (1995)"
120,8.138936,-24.490173,Drama,"Basketball Diaries, The (1995)"
121,-50.983418,-64.04418,Drama,"Awfully Big Adventure, An (1995)"
122,43.952244,75.68756,Crime,Amateur (1994)
123,-32.375805,-20.292204,Adventure,Apollo 13 (1995)
124,-23.705452,-29.982533,Action,Rob Roy (1995)
125,19.821503,59.1059,Drama,"Addiction, The (1995)"
126,40.487564,81.327225,Action,Batman Forever (1995)
127,-25.54165,-55.600227,Drama,Beauty of the Day (Belle de jour) (1967)
128,-47.78614,7.209331,Adventure,Beyond Rangoon (1995)
129,-56.464596,50.071045,Comedy,Blue in the Face (1995)
130,-45.0237,23.497976,Comedy,Canadian Bacon (1995)
131,-22.212341,93.45546,Adventure,Casper (1995)
132,65.9831,62.673626,Crime,Clockers (1995)
133,22.846455,-66.18703,Action,Congo (1995)
134,-55.28735,17.768047,Drama,Crimson Tide (1995)
135,-66.51174,-48.21012,Documentary,Crumb (1994)
136,-34.46611,-5.1700597,Action,Desperado (1995)
137,1.8047422,-31.328878,Crime,Devil in a Blue Dress (1995)
138,-56.330933,48.451794,Action,Die Hard: With a Vengeance (1995)
139,66.5072,50.33798,Comedy,"Doom Generation, The (1995)"
140,-15.750164,51.540833,Action,First Knight (1995)
141,40.03575,-80.115005,Adventure,Free Willy 2: The Adventure Home (1995)
142,-47.345036,22.587934,Action,Hackers (1995)
143,62.940327,53.292812,Comedy,Jeffrey (1995)
144,-24.092821,52.82374,Action,Johnny Mnemonic (1995)
145,41.489532,80.820076,Action,Judge Dredd (1995)
146,-41.400047,63.942085,Comedy,Jury Duty (1995)
147,-58.85144,-37.727745,Drama,Kids (1995)
148,6.7017655,-57.16114,Comedy,Living in Oblivion (1995)
149,-40.401917,75.24146,Horror,Lord of Illusions (1995)
150,51.384544,-67.6267,Comedy,Love & Human Remains (1993)
151,88.80626,-5.250266,Drama,Mad Love (1995)
152,-21.475437,29.50342,Comedy,Mallrats (1995)
153,55.508217,-78.07474,Action,Mighty Morphin Power Rangers: The Movie (1995)
154,1.3646462,-31.131725,Comedy,Mute Witness (1994)
155,50.258335,-72.3454,Drama,Nadja (1994)
156,-37.456276,39.037395,Action,"Net, The (1995)"
157,-36.419975,52.266663,Comedy,Nine Months (1995)
158,-18.31318,21.729485,Comedy,Party Girl (1995)
159,-38.162067,32.641804,Fantasy,"Prophecy, The (1995)"
160,33.599445,3.3363407,Comedy,Reckless (1995)
161,51.16914,-63.64559,Thriller,Safe (1995)
162,29.692518,86.18896,Drama,"Scarlet Letter, The (1995)"
163,83.53653,19.081015,Drama,Showgirls (1995)
164,-61.904976,-18.307064,Comedy,Smoke (1995)
165,-18.610546,17.504614,Comedy,Something to Talk About (1995)
166,26.55791,100.00186,Horror,Species (1995)
167,37.630417,-69.766136,Action,Strange Days (1995)
168,13.902235,38.61835,Drama,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
169,53.525845,25.01458,Drama,Three Wishes (1995)
170,29.791132,22.37889,Drama,Total Eclipse (1995)
171,-55.43009,-7.71555,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
172,-14.029865,59.076485,Action,Under Siege 2: Dark Territory (1995)
173,88.2928,2.9073408,Comedy,Unstrung Heroes (1995)
174,61.618023,-28.002182,Documentary,Unzipped (1995)
175,-37.69151,22.950562,Drama,"Walk in the Clouds, A (1995)"
176,14.953739,67.28316,Action,Waterworld (1995)
177,-41.588287,-23.91707,Drama,White Man's Burden (1995)
178,-21.06182,70.13415,Western,Wild Bill (1995)
179,-65.937325,7.9475036,Drama,"Browning Version, The (1994)"
180,-59.76053,16.535816,Adventure,Bushwhacked (1995)
181,-38.773148,-28.089985,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994)
182,-29.809875,-13.834539,Drama,Before the Rain (Pred dozhdot) (1994)
183,-61.17187,-28.871643,Drama,Before Sunrise (1995)
184,-48.04118,37.578712,Comedy,Billy Madison (1995)
185,-2.2683651,97.77571,Drama,"Babysitter, The (1995)"
186,1.3630757,-36.60419,Comedy,Boys on the Side (1995)
187,72.88336,-40.70162,Drama,"Cure, The (1995)"
188,60.78281,-64.25294,Horror,Castle Freak (1995)
189,-57.454742,46.045013,Drama,Circle of Friends (1995)
190,-65.80368,-10.462648,Comedy,Clerks (1994)
191,-8.652686,-19.019642,Comedy,Don Juan DeMarco (1995)
192,-33.58896,-3.7085133,Drama,Disclosure (1994)
193,44.38343,-70.37361,Action,Drop Zone (1994)
194,35.80592,-74.350685,Comedy,Destiny Turns on the Radio (1995)
195,83.67752,-1.2568475,Drama,Death and the Maiden (1994)
196,-12.928073,55.320244,Drama,Dolores Claiborne (1995)
197,-40.845352,72.82721,Adventure,Dumb & Dumber (Dumb and Dumber) (1994)
198,-49.800163,-67.50435,Comedy,Eat Drink Man Woman (Yin shi nan nu) (1994)
199,-4.1847167,-33.876423,Drama,Exotica (1994)
200,-26.516623,62.91262,Comedy,Exit to Eden (1994)
201,-3.2058723,-37.26929,Comedy,Ed Wood (1994)
202,-36.158657,27.545036,Action,French Kiss (1995)
203,-42.575344,31.087252,Comedy,Forget Paris (1995)
204,-69.92892,-19.203783,Adventure,Far From Home: The Adventures of Yellow Dog (1995)
205,18.129086,101.085625,Animation,"Goofy Movie, A (1995)"
206,72.55787,33.199978,Thriller,Hideaway (1995)
207,37.24405,1.6571373,Children,Fluke (1995)
208,9.414403,-48.570534,Drama,Farinelli: il castrato (1994)
209,65.5907,11.908466,Children,Gordy (1995)
210,-55.65445,-37.92368,Documentary,Hoop Dreams (1994)
211,-79.60309,-68.11843,Crime,Heavenly Creatures (1994)
212,-68.97111,17.987886,Comedy,Houseguest (1994)
213,-57.30442,-14.272801,Drama,Immortal Beloved (1994)
214,-60.798485,11.125272,Children,Heavyweights (Heavy Weights) (1995)
215,-22.550108,7.011266,Action,"Hunted, The (1995)"
216,-33.95128,38.702686,Comedy,I.Q. (1994)
217,-14.339915,-43.32791,Drama,Interview with the Vampire: The Vampire Chronicles (1994)
218,58.88194,-9.279282,Drama,Jefferson in Paris (1995)
219,37.08245,-74.512245,Comedy,"Jerky Boys, The (1995)"
220,-18.887491,54.97221,Comedy,Junior (1994)
221,-82.0522,-12.846819,Mystery,Just Cause (1995)
222,41.168644,82.2821,Adventure,"Kid in King Arthur's Court, A (1995)"
223,38.863575,-75.935455,Crime,Kiss of Death (1995)
224,-68.45033,-55.852787,Action,Star Wars: Episode IV - A New Hope (1977)
225,-64.943825,-20.380322,Drama,Little Women (1994)
226,-24.796906,-10.952861,Children,"Little Princess, A (1995)"
227,-41.363567,-23.791727,Drama,Ladybird Ladybird (1994)
228,-71.11,-21.349829,Drama,Like Water for Chocolate (Como agua para chocolate) (1992)
229,-33.53267,50.325043,Drama,Legends of the Fall (1994)
230,-40.88097,72.39694,Comedy,Major Payne (1995)
231,4.141828,77.53984,Drama,My Crazy Life (Mi vida loca) (1993)
232,-29.070192,18.458107,Drama,Love Affair (1994)
233,66.6154,17.05119,Drama,Losing Isaiah (1995)
234,-72.26712,-8.466145,Comedy,"Madness of King George, The (1994)"
235,-16.411098,57.4834,Drama,Mary Shelley's Frankenstein (Frankenstein) (1994)
236,-41.61931,62.660103,Comedy,Man of the House (1995)
237,59.516407,-76.00019,Comedy,Mixed Nuts (1994)
238,-5.384248,66.11536,Comedy,Milk Money (1994)
239,-31.38493,42.75978,Drama,Miracle on 34th Street (1994)
240,11.7165365,59.935883,Comedy,Miami Rhapsody (1995)
241,15.539452,12.744544,Drama,My Family (1995)
242,-67.66484,-9.239921,Drama,Murder in the First (1995)
243,-47.319332,-8.594199,Comedy,Nobody's Fool (1994)
244,-18.14987,16.926184,Drama,Nell (1994)
245,-25.747812,-2.201038,Crime,New Jersey Drive (1995)
246,53.405777,-20.933195,Action,New York Cop (Nyû Yôku no koppu) (1993)
247,41.666428,-19.728724,Drama,Beyond Bedlam (1993)
248,85.120804,-19.786074,Comedy,Nina Takes a Lover (1994)
249,-12.109948,58.208782,Action,Natural Born Killers (1994)
250,-27.465885,12.160827,Comedy,Only You (1994)
251,10.130992,-32.05761,Crime,Once Were Warriors (1994)
252,83.90353,-17.79476,Drama,Poison Ivy II (1996)
253,-46.521706,29.034698,Action,Outbreak (1995)
254,-22.255997,-84.204315,Action,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
255,-23.95006,57.852974,Comedy,"Perez Family, The (1995)"
256,24.526114,11.169508,Comedy,"Pyromaniac's Love Story, A (1995)"
257,-22.045067,-83.94181,Comedy,Pulp Fiction (1994)
258,29.645504,29.663963,Drama,Pushing Hands (Tui shou) (1992)
259,-5.766231,81.66378,Drama,Priest (1994)
260,9.198376,-43.154285,Drama,Quiz Show (1994)
261,46.71991,-7.1603017,Drama,Picture Bride (Bijo photo) (1994)
262,85.484764,16.93474,Drama,"Queen Margot (Reine Margot, La) (1994)"
263,44.388546,-70.522255,Action,"Quick and the Dead, The (1995)"
264,-53.61699,3.4667394,Comedy,Roommates (1995)
265,83.1191,16.117159,Comedy,Ready to Wear (Pret-A-Porter) (1994)
266,-70.70153,-58.14962,Drama,Three Colors: Red (Trois couleurs: Rouge) (1994)
267,-69.31098,-50.54809,Drama,Three Colors: Blue (Trois couleurs: Bleu) (1993)
268,-60.030952,-43.515244,Comedy,Three Colors: White (Trzy kolory: Bialy) (1994)
269,0.5857634,42.235714,Comedy,Rent-a-Kid (1995)
270,51.397926,-34.25124,Horror,Relative Fear (1994)
271,84.84709,-14.886262,Comedy,Stuart Saves His Family (1995)
272,-42.40953,73.90915,Animation,"Swan Princess, The (1994)"
273,-37.44307,-29.215796,Children,"Secret of Roan Inish, The (1994)"
274,-60.409588,44.041504,Action,"Specialist, The (1994)"
275,-11.421266,57.918213,Action,Stargate (1994)
276,-33.660187,32.333652,Comedy,"Santa Clause, The (1994)"
277,-74.247154,-59.469456,Crime,"Shawshank Redemption, The (1994)"
278,-61.494846,12.710829,Comedy,Shallow Grave (1994)
279,61.10812,-9.722479,Film-Noir,Suture (1993)
280,7.286046,17.17923,Drama,Strawberry and Chocolate (Fresa y chocolate) (1993)
281,-2.0902858,92.4237,Comedy,Swimming with Sharks (1995)
282,14.445639,28.845406,Comedy,"Sum of Us, The (1994)"
283,-10.542074,52.32771,Comedy,National Lampoon's Senior Trip (1995)
284,-23.974258,-57.39499,Drama,To Live (Huozhe) (1994)
285,-28.430925,89.99899,Action,Tank Girl (1995)
286,64.86829,-67.36085,Horror,Tales from the Crypt Presents: Demon Knight (1995)
287,-44.698307,51.926773,Adventure,Star Trek: Generations (1994)
288,25.398619,-72.15718,Action,Tales from the Hood (1995)
289,35.648228,-45.230507,Drama,Tom & Viv (1994)
290,50.65021,-63.687866,Horror,Village of the Damned (1995)
291,-56.7252,21.293957,Comedy,Tommy Boy (1995)
292,-18.748302,-85.56826,Drama,Vanya on 42nd Street (1994)
293,36.265785,-66.43394,Mystery,Underneath (1995)
294,39.003136,-66.95963,Drama,"Walking Dead, The (1995)"
295,-51.285046,-8.624317,Drama,What's Eating Gilbert Grape (1993)
296,-70.48712,42.55933,Action,Virtuosity (1995)
297,-46.176693,16.561813,Comedy,While You Were Sleeping (1995)
298,-8.101209,93.304535,Adventure,"War, The (1994)"
299,-41.306587,-17.718586,Drama,Double Happiness (1994)
300,-34.34131,37.228584,Comedy,Muriel's Wedding (1994)
301,37.1316,-2.4783912,Children,"Baby-Sitters Club, The (1995)"
302,-18.198442,84.955376,Comedy,Ace Ventura: Pet Detective (1994)
303,-59.015594,-16.606012,Comedy,"Adventures of Priscilla, Queen of the Desert, The (1994)"
304,13.659765,-27.512484,Drama,Backbeat (1993)
305,-81.45365,-23.879412,Drama,Bitter Moon (1992)
306,-3.6084287,-34.412292,Comedy,Bullets Over Broadway (1994)
307,-20.086744,18.722805,Action,Clear and Present Danger (1994)
308,-14.980638,15.482233,Drama,"Client, The (1994)"
309,-35.612263,32.83481,Comedy,"Corrina, Corrina (1994)"
310,17.04503,92.057076,Comedy,Crooklyn (1994)
311,-50.009254,47.072895,Action,"Crow, The (1994)"
312,0.65984094,-36.703396,Drama,Cobb (1994)
313,58.254875,-77.28628,Children,"Flintstones, The (1994)"
314,-68.768364,-36.064606,Comedy,Forrest Gump (1994)
315,0.4923908,-26.764946,Comedy,Four Weddings and a Funeral (1994)
316,47.93292,-84.8937,Drama,Higher Learning (1995)
317,85.23133,-19.646397,Comedy,I Like It Like That (1994)
318,88.10811,20.569551,Action,I Love Trouble (1994)
319,44.378624,-76.23236,Comedy,It Could Happen to You (1994)
320,-38.11801,32.730923,Adventure,"Jungle Book, The (1994)"
321,-54.671852,-57.222256,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
322,-38.61391,-24.119257,Adventure,"Lion King, The (1994)"
323,-21.165234,32.144524,Drama,Little Buddha (1993)
324,58.60697,-62.643646,Drama,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
325,-24.01694,32.695072,Action,"Mask, The (1994)"
326,-56.59863,39.9336,Adventure,Maverick (1994)
327,-38.685085,-31.070633,Drama,Mrs. Parker and the Vicious Circle (1994)
328,58.1368,-77.40558,Action,Naked Gun 33 1/3: The Final Insult (1994)
329,51.775482,-70.83362,Comedy,"Paper, The (1994)"
330,-52.18271,-13.614656,Comedy,Reality Bites (1994)
331,-36.832893,40.640335,Thriller,Red Rock West (1992)
332,-27.977596,90.10721,Children,Richie Rich (1994)
333,-21.757109,93.22699,Action,"River Wild, The (1994)"
334,-35.068333,18.539545,Action,Speed (1994)
335,58.518566,-62.652363,Comedy,Speechless (1994)
336,20.296036,101.23868,Action,Timecop (1994)
337,-27.374886,16.308607,Action,True Lies (1994)
338,-43.20823,-12.637444,Drama,When a Man Loves a Woman (1994)
339,-41.4164,73.886665,Drama,Wolf (1994)
340,-51.734604,-47.3368,Western,Wyatt Earp (1994)
341,28.137257,90.174904,Action,Bad Company (1995)
342,-46.052673,2.5344954,Drama,"Man of No Importance, A (1994)"
343,46.435326,-1.9877928,Drama,S.F.W. (1994)
344,58.57795,52.933662,Action,"Low Down Dirty Shame, A (1994)"
345,3.7086718,87.49989,Drama,Boys Life (1995)
346,33.623512,-4.146335,Drama,"Colonel Chabert, Le (1994)"
347,-12.214124,-32.829597,Action,Faster Pussycat! Kill! Kill! (1965)
348,-13.781247,-82.561165,Crime,Jason's Lyric (1994)
349,-4.998025,67.17541,Action,Street Fighter (1994)
350,40.946236,-81.98917,Action,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
351,29.756533,-40.398476,Drama,Federal Hill (1994)
352,-46.471363,52.042362,Horror,In the Mouth of Madness (1995)
353,-35.52309,30.120375,Drama,8 Seconds (1994)
354,67.15779,3.893401,Crime,Above the Rim (1994)
355,-32.319897,66.61677,Children,Addams Family Values (1993)
356,-41.827374,-64.81253,Drama,"Age of Innocence, The (1993)"
357,-23.547382,66.60003,Comedy,Airheads (1994)
358,-39.755936,64.54477,Comedy,"Air Up There, The (1994)"
359,56.725636,-77.161964,Comedy,Another Stakeout (1993)
360,5.436141,100.540184,Western,Bad Girls (1994)
361,-86.8305,-14.431788,Comedy,Barcelona (1994)
362,-16.686687,79.205795,Drama,Being Human (1993)
363,77.93893,38.02223,Comedy,"Beverly Hillbillies, The (1993)"
364,43.528923,-76.96058,Action,Beverly Hills Cop III (1994)
365,-25.446302,27.799654,Adventure,Black Beauty (1994)
366,51.48936,29.692316,Thriller,Blink (1994)
367,82.26781,-10.67892,Action,Blown Away (1994)
368,36.258305,-66.80481,Drama,Blue Chips (1994)
369,-53.3417,1.2165331,Drama,Blue Sky (1994)
370,61.35295,49.214222,Horror,Body Snatchers (1993)
371,-12.17667,64.63313,Drama,Boxing Helena (1993)
372,-73.39881,-10.137632,Drama,"Bronx Tale, A (1993)"
373,-12.061732,75.87362,Comedy,Cabin Boy (1994)
374,-12.700246,78.91585,Comedy,Calendar Girl (1993)
375,-16.577213,-23.324434,Crime,Carlito's Way (1993)
376,-1.0323293,80.67345,Adventure,City Slickers II: The Legend of Curly's Gold (1994)
377,26.04271,-67.66582,Comedy,Clean Slate (1994)
378,-61.400814,46.090538,Action,Cliffhanger (1993)
379,64.16978,-60.90539,Comedy,Coneheads (1993)
380,86.81849,17.17403,Drama,Color of Night (1994)
381,63.21386,62.847576,Comedy,Cops and Robbersons (1994)
382,83.04339,30.223293,Action,"Cowboy Way, The (1994)"
383,-38.907677,-3.3448195,Comedy,Dave (1993)
384,-60.03575,-48.144485,Comedy,Dazed and Confused (1993)
385,-42.78995,62.949146,Action,Demolition Man (1993)
386,87.67428,-19.861721,Comedy,Even Cowgirls Get the Blues (1993)
387,-42.598625,-12.892999,Comedy,Fatal Instinct (1993)
388,2.0612028,-36.561718,Drama,Farewell My Concubine (Ba wang bie ji) (1993)
389,-35.032345,62.23747,Drama,Fearless (1993)
390,50.728996,0.87996566,Comedy,Fear of a Black Hat (1994)
391,-55.05116,31.042227,Comedy,With Honors (1994)
392,47.950066,6.318043,Drama,Flesh and Bone (1993)
393,90.65157,-8.474371,Drama,Widows' Peak (1994)
394,1.7295846,100.86591,Comedy,For Love or Money (1993)
395,-10.136385,11.283886,Drama,"Firm, The (1993)"
396,-9.421606,54.15387,Adventure,Free Willy (1993)
397,-49.71178,-48.70207,Crime,Fresh (1994)
398,-28.199198,-47.937237,Thriller,"Fugitive, The (1993)"
399,86.64349,18.30954,Drama,Geronimo: An American Legend (1993)
400,38.073288,-65.9207,Action,"Getaway, The (1994)"
401,47.451427,-78.13418,Comedy,Getting Even with Dad (1994)
402,-20.146994,21.200527,Drama,Go Fish (1994)
403,46.650185,-81.45726,Action,Hard Target (1993)
404,-32.9341,67.533585,Action,Hot Shots! Part Deux (1993)
405,-59.460472,40.847656,Comedy,Live Nude Girls (1995)
406,1.6441842,-14.415007,Comedy,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
407,9.834569,-40.33461,Drama,"House of the Spirits, The (1993)"
408,6.7489185,74.6163,Comedy,House Party 3 (1994)
409,-60.17173,-16.918787,Comedy,"Hudsucker Proxy, The (1994)"
410,24.988913,-70.1343,Comedy,I'll Do Anything (1994)
411,-0.072198376,102.89899,Comedy,In the Army Now (1994)
412,-15.592427,-1.2136773,Action,In the Line of Fire (1993)
413,-70.48576,-59.475834,Drama,In the Name of the Father (1993)
414,43.821278,73.30321,Comedy,"Inkwell, The (1994)"
415,10.9881525,-16.53504,Drama,What's Love Got to Do with It? (1993)
416,47.246773,-39.7052,Comedy,Jimmy Hollywood (1994)
417,80.73493,29.888794,Action,Judgment Night (1993)
418,-28.45857,-13.530345,Action,Jurassic Park (1993)
419,-12.276099,62.067684,Drama,Kalifornia (1993)
420,-0.16497394,-38.501816,Crime,Killing Zoe (1994)
421,-42.580658,-0.7512487,Adventure,Lassie (1994)
422,-11.801262,26.35181,Action,Last Action Hero (1993)
423,67.527,53.22346,Comedy,Life with Mikey (1993)
424,-80.139046,-48.228592,Comedy,Lightning Jack (1994)
425,55.96693,51.86179,Drama,M. Butterfly (1993)
426,84.232635,24.392836,Comedy,Made in America (1993)
427,85.813225,16.21581,Thriller,Malice (1993)
428,2.197217,100.9115,Drama,"Man Without a Face, The (1993)"
429,-27.579807,-18.309923,Comedy,Manhattan Murder Mystery (1993)
430,-75.84069,-29.421352,Action,Menace II Society (1993)
431,-38.60697,22.777529,Action,Executive Decision (1996)
432,34.20054,24.734426,Drama,In the Realm of the Senses (Ai no corrida) (1976)
433,-64.357216,-58.17146,Comedy,What Happened Was... (1994)
434,-37.16126,-57.89599,Comedy,Much Ado About Nothing (1993)
435,68.860954,42.0665,Comedy,Mr. Wonderful (1993)
436,-33.401096,9.258342,Comedy,Mrs. Doubtfire (1993)
437,-56.390625,-47.307266,Drama,Naked (1993)
438,46.059185,70.666855,Action,"Next Karate Kid, The (1994)"
439,45.5047,73.96664,Action,No Escape (1994)
440,50.08264,-74.7881,Comedy,North (1994)
441,15.868062,12.351415,Drama,Orlando (1992)
442,-36.890873,34.955807,Crime,"Perfect World, A (1993)"
443,-9.348066,-46.22609,Drama,Philadelphia (1993)
